from,to,dt,duration,dropped
3172005440,1804979211,7/17/2013 10:13,1,0
3172005440,7590986087,10/9/2013 9:13,17,0
3172005440,7748343300,5/30/2013 17:24,7,0
3172005440,3161938767,11/22/2013 21:54,15,0
3172005440,9751794476,10/8/2013 0:10,9,0
3172005440,3214670902,10/3/2013 8:24,29,0
3172005440,3161938767,2/2/2013 12:21,7,0
3172005440,8446777084,11/6/2013 16:22,9,0
3172005440,5276208180,12/8/2013 17:37,1,1
3172005440,6560736394,2/26/2013 20:29,1,1
3172005440,5537244874,7/17/2013 7:57,1,0
3172005440,8057793221,12/22/2013 12:53,11,0
3172005440,5276208180,8/20/2013 21:29,23,0
3172005440,9813612046,10/8/2013 18:55,3,0
3172005440,4491109732,7/2/2013 16:14,18,0
3172005440,6298232068,6/30/2013 17:32,8,0
3172005440,4619675336,11/20/2013 9:50,1,0
3172005440,9728464535,8/20/2013 8:54,7,0
3172005440,7026025201,9/3/2013 20:13,17,0
3172005440,4919679008,11/5/2013 0:47,17,0
3172005440,7364313440,6/19/2013 10:01,24,0
3172005440,6027793716,10/14/2013 22:36,8,0
3172005440,6339055047,5/13/2013 22:24,4,0
3172005440,5043002184,8/31/2013 8:27,1,0
3172005440,7590986087,11/7/2013 17:26,9,0
3172005440,2550341762,5/14/2013 7:45,5,0
3172005440,8446777084,3/31/2013 19:55,1,0
3172005440,3421211928,7/31/2013 11:53,1,0
3172005440,6027793716,6/25/2013 7:52,31,0
3172005440,1617934433,9/10/2013 13:31,9,0
3172005440,6099032931,1/1/2013 16:26,15,0
3172005440,9751794476,6/23/2013 0:50,16,0
3172005440,6734857283,6/28/2013 1:35,5,0
3172005440,7926134080,11/8/2013 22:25,25,0
3172005440,5355101946,12/29/2013 20:13,11,0
3172005440,3161938767,8/15/2013 19:19,19,0
3172005440,7616820598,9/14/2013 10:00,5,0
3172005440,5165002482,7/3/2013 9:05,10,0
3172005440,9348486238,1/15/2013 23:18,7,0
3172005440,6715509199,1/23/2013 19:30,5,0
3172005440,4557385201,2/11/2013 15:24,19,0
3172005440,4919679008,7/12/2013 21:00,15,0
3172005440,1820155274,3/23/2013 8:49,14,1
3172005440,9183981907,8/28/2013 17:06,1,1
3172005440,4754381399,5/26/2013 23:25,14,0
3172005440,8306378333,3/2/2013 18:38,12,0
3172005440,8306378333,3/23/2013 23:51,16,0
3172005440,3997244234,8/12/2013 23:08,6,0
3172005440,5165002482,5/20/2013 20:10,5,0
3172005440,9348486238,10/15/2013 20:33,18,0
3172005440,4635053435,2/6/2013 16:54,10,0
3172005440,3670141633,7/14/2013 20:54,12,0
3172005440,6715509199,2/14/2013 20:25,1,0
3172005440,6298232068,12/17/2013 13:14,14,0
3172005440,7364313440,7/24/2013 0:36,4,1
3172005440,2745392226,3/23/2013 14:39,8,0
3172005440,2520653481,9/28/2013 21:52,14,0
3172005440,8057793221,11/12/2013 19:45,12,0
3172005440,8491420706,9/16/2013 19:29,17,0
3172005440,7590986087,12/21/2013 20:35,1,0
3172005440,9568633933,2/26/2013 8:25,1,0
3172005440,6560736394,4/28/2013 18:44,2,0
3172005440,7277399505,8/17/2013 22:19,12,0
3172005440,9931629644,10/10/2013 12:11,16,0
3172005440,9813612046,11/2/2013 18:25,1,0
3172005440,5043002184,10/24/2013 20:00,14,0
3172005440,6275338056,9/12/2013 18:07,32,0
3172005440,2520653481,7/11/2013 21:45,1,0
3172005440,1820155274,1/27/2013 16:45,7,0
3172005440,8491420706,4/24/2013 8:14,18,0
3172005440,5043002184,7/1/2013 23:54,5,0
3172005440,4811917873,8/12/2013 13:19,17,0
3172005440,7655655199,11/12/2013 9:47,4,0
3172005440,7811272662,1/31/2013 11:59,1,0
3172005440,7811272662,5/1/2013 11:15,7,0
3172005440,6699614278,4/14/2013 0:39,4,0
3172005440,8306378333,11/4/2013 15:54,11,0
3172005440,5276208180,7/30/2013 9:40,16,0
3172005440,6339055047,6/11/2013 8:09,4,0
3172005440,6671365533,10/14/2013 19:52,6,0
3172005440,7926134080,2/7/2013 22:20,1,0
3172005440,3044150200,1/11/2013 23:09,1,0
3172005440,3161938767,5/6/2013 22:00,20,0
3172005440,1855544515,4/1/2013 20:05,12,0
3172005440,6027793716,5/29/2013 20:25,1,0
3172005440,4945074078,4/1/2013 7:33,10,1
3172005440,7616820598,5/18/2013 11:04,13,0
3172005440,9348486238,3/6/2013 6:42,1,0
3172005440,7926134080,1/1/2013 8:13,4,0
3172005440,6715509199,3/22/2013 9:03,19,0
3172005440,8004558038,1/15/2013 21:59,4,0
3172005440,8306378333,12/21/2013 14:56,13,0
3172005440,6699507034,4/4/2013 22:48,15,0
3172005440,3670141633,1/27/2013 20:20,8,0
3172005440,8951153844,8/4/2013 13:30,5,0
3172005440,4347092424,12/17/2013 8:43,1,0
3172005440,8491420706,11/9/2013 21:02,5,0
3172005440,8894888988,10/24/2013 17:20,1,0
3172005440,3044150200,10/12/2013 20:55,6,0
3172005440,6275338056,4/7/2013 21:25,12,0
3172005440,7474750907,8/1/2013 23:28,10,0
3172005440,4635053435,12/26/2013 17:56,9,0
3172005440,7773634206,6/24/2013 10:30,6,0
3172005440,6699507034,5/27/2013 7:10,16,0
3172005440,6339055047,1/6/2013 20:45,1,0
3172005440,4491109732,10/19/2013 21:32,3,0
3172005440,2813421420,9/11/2013 9:24,11,0
3172005440,2337161985,2/18/2013 22:48,1,0
3172005440,7465444320,2/17/2013 21:28,1,0
3172005440,4085024635,8/9/2013 18:52,1,0
3172005440,1804979211,12/17/2013 21:43,14,0
3172005440,7026025201,1/24/2013 17:19,9,0
3172005440,1855544515,7/26/2013 12:13,9,0
3172005440,1617934433,10/10/2013 6:40,1,0
3172005440,7590986087,7/17/2013 18:46,9,1
3172005440,6275338056,8/11/2013 13:16,1,0
3172005440,6275338056,12/29/2013 13:53,7,0
3172005440,9348486238,6/10/2013 14:13,1,0
3172005440,8056037100,8/21/2013 23:12,3,0
3172005440,8057793221,5/6/2013 10:14,11,1
3172005440,3214670902,7/20/2013 7:49,6,1
3172005440,2550341762,6/25/2013 18:01,14,0
3172005440,7811272662,3/19/2013 21:28,10,0
3172005440,6298232068,10/21/2013 18:09,6,0
2520653481,7317675912,8/26/2013 16:28,1,1
2520653481,4415178157,7/4/2013 10:18,9,0
2520653481,5299420150,10/15/2013 3:53,13,1
2520653481,6715509199,9/14/2013 22:38,7,0
2520653481,5299420150,11/6/2013 9:50,9,0
2520653481,3172005440,10/14/2013 22:40,1,1
2520653481,8383849957,11/16/2013 14:26,18,0
2520653481,3360539049,9/27/2013 19:11,5,0
2520653481,5977014400,6/24/2013 14:09,11,0
2520653481,4635053435,8/7/2013 21:32,1,0
2520653481,3880069483,9/21/2013 10:43,14,0
2520653481,8383849957,8/3/2013 17:24,9,1
2520653481,3140631084,4/23/2013 0:47,15,0
2520653481,3880069483,9/26/2013 21:34,11,0
2520653481,4724030795,12/20/2013 21:03,1,0
2520653481,2550341762,2/28/2013 20:20,11,0
2520653481,9931629644,6/14/2013 7:20,14,0
2520653481,8342429963,11/24/2013 15:38,8,0
2520653481,1296335962,10/23/2013 14:00,5,1
2520653481,5299420150,11/21/2013 23:48,8,0
2520653481,4557385201,12/18/2013 11:32,25,0
2520653481,4635053435,11/3/2013 12:11,11,0
2520653481,6191386422,1/9/2013 21:03,8,0
2520653481,5366395958,8/20/2013 6:00,1,0
2520653481,5299420150,8/29/2013 7:50,8,0
2520653481,4123276185,2/3/2013 11:23,9,0
2520653481,4123276185,6/28/2013 6:27,18,0
2520653481,5299420150,11/20/2013 23:17,9,0
2520653481,4123276185,9/21/2013 22:18,2,0
2520653481,4825254563,4/4/2013 23:16,1,0
2520653481,5886845068,1/7/2013 10:51,6,1
2520653481,4825254563,3/10/2013 11:44,19,1
2520653481,3360539049,6/20/2013 18:02,20,0
2520653481,5299420150,6/14/2013 21:02,6,1
2520653481,4825254563,2/20/2013 14:11,21,0
2520653481,4825254563,8/28/2013 20:10,22,0
2520653481,4415178157,10/31/2013 18:39,7,0
2520653481,7317675912,5/21/2013 14:50,11,0
2520653481,8342429963,6/26/2013 6:47,1,0
2520653481,1736378851,5/22/2013 21:51,1,1
2520653481,8061245928,8/30/2013 23:59,8,0
2520653481,3880069483,2/8/2013 0:04,11,0
2520653481,7026025201,3/7/2013 3:53,11,0
2520653481,1980565462,2/20/2013 17:40,14,0
2520653481,4919679008,2/25/2013 11:58,4,0
2520653481,5299420150,9/6/2013 21:25,2,0
2520653481,4754381399,12/17/2013 21:13,7,0
2520653481,4123276185,8/7/2013 23:32,13,0
2520653481,7575833974,6/24/2013 12:22,4,0
2520653481,7474750907,3/18/2013 21:44,11,0
2520653481,8993184566,2/6/2013 19:31,16,0
2520653481,3360539049,6/26/2013 20:31,15,0
2520653481,8240099168,2/3/2013 5:13,9,0
2520653481,8342429963,8/8/2013 17:15,13,0
2520653481,2788519665,9/26/2013 20:34,5,1
2520653481,6715509199,5/25/2013 13:51,15,0
2520653481,8993184566,7/31/2013 16:07,9,0
2520653481,5299420150,11/9/2013 22:39,6,0
2520653481,1736378851,5/8/2013 12:58,10,0
2520653481,9813612046,3/8/2013 19:19,11,0
2520653481,1296335962,3/3/2013 18:36,12,0
2520653481,8706635863,6/10/2013 14:03,4,1
2520653481,3360539049,5/15/2013 18:26,1,0
2520653481,7364313440,11/14/2013 20:01,10,0
2520653481,5299420150,3/5/2013 20:37,9,0
2520653481,1617934433,5/19/2013 17:55,1,0
2520653481,8706635863,12/19/2013 9:25,9,1
2520653481,1736378851,6/16/2013 21:05,13,0
2520653481,1736378851,1/21/2013 13:40,4,0
2520653481,9558311509,7/3/2013 8:48,1,0
2520653481,4635053435,2/13/2013 0:12,17,1
2520653481,1296335962,3/16/2013 3:12,1,0
2520653481,4754381399,8/16/2013 15:28,1,0
2520653481,5355101946,3/18/2013 19:16,12,0
2520653481,8240099168,8/12/2013 9:19,9,0
2520653481,4724030795,7/27/2013 23:55,21,0
2520653481,8383849957,6/26/2013 17:56,11,0
2520653481,4123276185,1/26/2013 23:53,15,0
2520653481,4123276185,12/4/2013 19:07,10,0
2520653481,4123276185,11/15/2013 19:06,1,0
2520653481,5215167449,2/3/2013 14:20,23,0
2520653481,1736378851,8/6/2013 1:59,9,0
2520653481,3360539049,1/5/2013 16:38,10,1
2520653481,6191386422,8/28/2013 23:48,24,0
2520653481,4635053435,5/21/2013 21:13,17,0
2520653481,4825254563,4/9/2013 13:07,26,0
2520653481,9961538236,4/12/2013 18:38,3,0
2520653481,5886845068,8/25/2013 21:44,2,0
2520653481,8383849957,7/27/2013 10:53,10,0
2520653481,5366395958,11/10/2013 5:32,1,0
2520653481,2399052355,2/2/2013 7:04,4,1
2520653481,3360539049,8/6/2013 2:49,2,1
2520653481,1736378851,7/11/2013 7:39,9,0
2520653481,5886845068,7/11/2013 19:28,9,1
2520653481,5977014400,7/22/2013 20:34,8,0
2520653481,4557385201,9/21/2013 22:39,6,0
2520653481,3360539049,11/29/2013 10:40,6,0
2520653481,1736378851,10/11/2013 22:36,8,0
2520653481,4123276185,4/3/2013 18:18,19,1
2520653481,5299420150,3/17/2013 22:18,13,0
2520653481,1296335962,12/12/2013 11:37,11,0
2520653481,4825254563,10/6/2013 7:10,2,0
2520653481,4635053435,10/15/2013 19:23,10,0
2520653481,5299420150,12/18/2013 23:02,19,0
2520653481,1736378851,10/3/2013 1:30,1,0
2520653481,8993184566,5/5/2013 7:08,18,0
2520653481,7343483490,4/5/2013 13:04,1,0
2520653481,2788519665,9/29/2013 7:38,7,0
2520653481,6715509199,10/8/2013 9:17,9,0
2520653481,5968347790,6/15/2013 18:18,2,0
2520653481,7713476838,8/31/2013 22:51,17,1
2520653481,7713476838,3/2/2013 21:31,3,0
2520653481,2501770245,3/1/2013 18:10,6,0
2520653481,8383849957,3/8/2013 19:33,20,0
2520653481,4825254563,9/21/2013 12:18,2,1
2520653481,7811272662,8/8/2013 21:56,12,0
2520653481,7364313440,2/10/2013 18:59,1,0
2520653481,6027793716,8/10/2013 12:47,2,0
2520653481,8706635863,12/9/2013 16:18,7,0
2520653481,1736378851,4/2/2013 19:38,12,0
2520653481,4825254563,2/24/2013 22:43,1,0
2520653481,3140631084,1/2/2013 19:26,14,0
2520653481,8993184566,10/19/2013 18:38,30,1
2520653481,4123276185,6/18/2013 0:34,17,0
2520653481,4635053435,12/6/2013 20:19,6,0
2520653481,5778713178,8/15/2013 15:03,5,1
2520653481,4635053435,5/1/2013 18:39,13,1
2520653481,5299420150,10/21/2013 10:56,21,0
2520653481,5099724478,12/18/2013 22:45,15,0
2520653481,1296335962,2/17/2013 19:26,8,0
2520653481,2788519665,4/4/2013 23:27,7,0
2520653481,5299420150,5/24/2013 12:15,10,0
2520653481,5977014400,12/24/2013 10:06,10,0
2520653481,2788519665,9/8/2013 22:17,10,0
2520653481,1296335962,5/20/2013 13:30,2,0
2520653481,1736378851,8/28/2013 10:57,8,0
2520653481,2550341762,2/15/2013 19:25,7,0
2520653481,4825254563,11/10/2013 13:58,4,1
2520653481,1617934433,1/9/2013 13:01,5,0
2520653481,8383849957,7/24/2013 10:40,13,1
2520653481,8706635863,8/18/2013 6:56,19,0
2520653481,5299420150,11/30/2013 14:17,13,0
2520653481,6499359254,2/22/2013 12:41,20,0
2520653481,8993184566,9/3/2013 21:24,4,0
2520653481,5299420150,7/19/2013 20:24,1,0
2520653481,5977014400,4/9/2013 13:37,12,0
2520653481,1980565462,1/27/2013 17:19,25,0
2520653481,2788519665,8/2/2013 8:04,1,1
2520653481,4825254563,8/17/2013 21:04,18,0
2520653481,1296335962,3/23/2013 22:06,17,0
2520653481,8383849957,12/19/2013 19:23,13,0
2520653481,4123276185,8/29/2013 13:52,1,0
2520653481,2501770245,1/14/2013 14:31,3,0
2520653481,7655655199,7/13/2013 12:41,5,1
2520653481,4415178157,4/20/2013 19:07,1,0
2520653481,5299420150,8/3/2013 23:21,12,0
2520653481,2399052355,6/21/2013 17:24,1,0
2520653481,5099724478,3/30/2013 19:27,1,0
2520653481,5299420150,9/22/2013 18:53,6,0
2520653481,4635053435,1/28/2013 21:40,5,0
2520653481,5215167449,6/8/2013 12:13,12,0
2520653481,2399052355,10/12/2013 22:40,15,0
2520653481,4123276185,12/12/2013 7:35,1,0
2520653481,3360539049,2/20/2013 13:50,6,0
2520653481,7026025201,6/26/2013 10:58,10,0
2520653481,4754381399,5/4/2013 13:47,8,0
2520653481,8383849957,5/18/2013 17:12,20,0
2520653481,7026025201,9/25/2013 19:57,17,0
2520653481,6499359254,10/11/2013 14:10,1,0
2520653481,3360539049,5/15/2013 21:22,17,0
2520653481,3360539049,5/18/2013 18:31,11,0
2520653481,9558311509,3/22/2013 16:41,1,0
2520653481,5977014400,6/10/2013 13:14,7,0
2520653481,5299420150,12/4/2013 17:51,8,0
2520653481,4123276185,4/13/2013 16:54,4,0
2520653481,5299420150,7/30/2013 7:28,13,1
2520653481,7713476838,6/18/2013 10:41,1,0
2520653481,8240099168,6/26/2013 12:32,15,0
2520653481,5977014400,4/8/2013 19:05,3,0
2520653481,7026025201,4/1/2013 14:42,10,0
2520653481,3161938767,1/14/2013 17:50,1,0
2520653481,7026025201,3/3/2013 15:52,3,1
2520653481,9813612046,5/5/2013 15:20,1,0
2520653481,8383849957,8/1/2013 19:08,14,0
2520653481,4825254563,6/29/2013 17:03,18,0
2520653481,1736378851,2/1/2013 11:05,16,0
2520653481,5299420150,5/4/2013 19:40,7,1
2520653481,9558311509,10/28/2013 21:14,16,0
2520653481,8491420706,11/15/2013 12:44,12,0
2520653481,4123276185,6/2/2013 15:17,14,0
2520653481,4724030795,2/1/2013 15:46,4,0
2520653481,1736378851,9/8/2013 8:05,14,0
2520653481,7474750907,8/29/2013 23:54,2,0
2520653481,5366395958,2/8/2013 18:52,5,0
2520653481,3880069483,6/2/2013 12:34,28,1
2520653481,2788519665,2/1/2013 20:43,11,0
2520653481,8240099168,5/19/2013 17:22,10,1
2520653481,7474750907,6/17/2013 21:29,1,1
2520653481,5778713178,1/23/2013 15:36,1,0
2520653481,2501770245,4/17/2013 22:59,1,0
2520653481,1296335962,11/18/2013 13:34,5,0
2520653481,9558311509,2/14/2013 8:59,14,0
2520653481,5299420150,10/27/2013 19:45,1,0
2520653481,7655655199,5/20/2013 12:04,6,0
2520653481,8491420706,7/8/2013 18:53,7,0
2520653481,4825254563,7/2/2013 13:06,24,0
2520653481,5366395958,11/4/2013 8:44,4,0
2520653481,4825254563,2/12/2013 11:29,11,0
2520653481,5099724478,12/14/2013 17:37,2,0
2520653481,5366395958,6/4/2013 17:15,10,0
2520653481,1617934433,3/10/2013 13:24,14,0
2520653481,8706635863,10/28/2013 21:55,3,0
2520653481,5886845068,11/20/2013 20:54,30,0
2520653481,4825254563,2/21/2013 22:17,5,0
2520653481,4635053435,5/13/2013 8:17,1,0
2520653481,5778713178,12/28/2013 12:09,5,0
2520653481,5299420150,6/30/2013 22:19,5,0
2520653481,7364313440,12/2/2013 5:55,12,0
2520653481,4919679008,1/16/2013 9:14,18,0
2520653481,5299420150,5/11/2013 14:26,18,0
2520653481,1736378851,10/6/2013 20:38,6,0
2520653481,5366395958,9/14/2013 23:19,9,0
2520653481,4123276185,10/22/2013 22:00,22,0
2520653481,9961538236,11/6/2013 8:09,8,0
2520653481,5215167449,10/31/2013 18:07,1,0
2520653481,4754381399,8/3/2013 7:51,3,0
2520653481,6191386422,9/21/2013 9:36,13,0
2520653481,1736378851,1/30/2013 21:16,1,0
2520653481,5355101946,8/22/2013 23:24,6,0
2520653481,1980565462,4/8/2013 10:53,9,0
2520653481,4825254563,3/9/2013 22:16,9,0
2520653481,7026025201,10/4/2013 21:22,6,0
2520653481,3360539049,10/17/2013 19:06,3,0
2520653481,4635053435,1/20/2013 16:38,1,1
2520653481,3161938767,11/10/2013 12:18,17,0
2520653481,8061245928,1/6/2013 22:42,1,0
2520653481,4635053435,4/20/2013 17:34,5,0
2520653481,4825254563,9/1/2013 19:25,23,0
2520653481,7317675912,6/1/2013 8:00,5,0
2520653481,1980565462,3/21/2013 20:54,14,0
2520653481,9931629644,2/14/2013 15:20,1,0
2520653481,8342429963,6/12/2013 0:32,1,0
2520653481,4635053435,1/10/2013 7:40,1,0
2520653481,1617934433,12/29/2013 13:38,12,0
2520653481,4123276185,4/26/2013 17:18,1,0
2520653481,8383849957,2/4/2013 7:24,7,0
2520653481,2745392226,11/7/2013 19:05,1,0
2520653481,5778713178,9/26/2013 20:25,4,0
2520653481,4123276185,4/6/2013 16:40,3,0
2520653481,4123276185,9/27/2013 21:06,15,0
2520653481,8706635863,12/14/2013 18:43,9,0
2520653481,1980565462,9/12/2013 19:55,9,0
2520653481,9558311509,12/6/2013 17:07,9,0
2520653481,4754381399,11/18/2013 17:00,23,0
2520653481,9931629644,8/21/2013 18:03,7,0
2520653481,7026025201,7/14/2013 20:19,7,0
2520653481,4415178157,10/13/2013 18:15,1,0
2520653481,8993184566,9/11/2013 21:03,1,1
2520653481,8061245928,12/7/2013 7:47,18,0
2520653481,3360539049,4/16/2013 21:28,5,1
2520653481,5215167449,7/17/2013 13:35,2,0
2520653481,2550341762,1/30/2013 17:18,24,1
2520653481,2788519665,3/18/2013 19:23,6,0
2520653481,4123276185,5/6/2013 22:24,3,0
2520653481,8240099168,12/14/2013 21:27,25,0
2520653481,8342429963,1/7/2013 18:46,11,0
2520653481,5968347790,11/7/2013 20:58,6,0
2520653481,5215167449,4/24/2013 0:58,20,1
2520653481,1736378851,1/8/2013 19:40,6,1
2520653481,4825254563,8/23/2013 19:43,10,0
2520653481,9931629644,5/16/2013 23:30,10,1
2520653481,4635053435,9/6/2013 17:42,7,0
2520653481,8383849957,4/19/2013 19:52,6,0
2520653481,4825254563,8/20/2013 7:09,3,0
2520653481,1736378851,11/15/2013 19:47,2,0
2520653481,8240099168,11/25/2013 15:42,5,0
2520653481,5215167449,5/8/2013 7:33,22,0
2520653481,4635053435,8/26/2013 23:31,1,1
2520653481,5778713178,3/10/2013 7:12,11,0
2520653481,4919679008,5/5/2013 14:31,7,0
2520653481,2399052355,6/18/2013 21:08,14,0
2520653481,8383849957,8/6/2013 22:01,8,0
2520653481,1296335962,11/17/2013 15:22,10,0
2520653481,5977014400,10/13/2013 18:51,1,0
2520653481,1736378851,10/24/2013 12:58,16,0
2520653481,5886845068,7/3/2013 17:08,13,0
2520653481,3140631084,10/11/2013 17:24,12,0
2520653481,4825254563,8/19/2013 19:30,8,0
2520653481,4635053435,2/27/2013 20:47,13,0
2520653481,1980565462,10/23/2013 7:52,1,0
2520653481,2788519665,4/14/2013 17:47,1,0
2520653481,5215167449,7/2/2013 17:17,1,0
2520653481,8383849957,2/17/2013 2:46,21,0
2520653481,7317675912,2/18/2013 21:34,6,0
2520653481,8342429963,5/23/2013 18:04,8,1
2520653481,8383849957,1/30/2013 20:22,1,0
2520653481,6715509199,6/1/2013 8:01,32,0
2520653481,7474750907,5/3/2013 0:21,1,0
2520653481,4825254563,1/12/2013 19:23,7,1
2520653481,5299420150,3/8/2013 6:44,9,0
2520653481,8383849957,8/20/2013 22:11,22,0
2520653481,8383849957,1/15/2013 21:16,13,0
2520653481,4919679008,12/11/2013 7:19,11,0
2520653481,5299420150,10/22/2013 21:45,1,0
2520653481,6191386422,3/14/2013 21:15,12,0
2520653481,1736378851,9/8/2013 8:51,8,0
2520653481,2745392226,9/21/2013 10:29,5,0
2520653481,3360539049,5/31/2013 15:26,5,0
2520653481,6715509199,3/5/2013 6:18,13,0
2520653481,5299420150,1/1/2013 16:19,20,0
2520653481,8383849957,5/12/2013 18:20,13,0
2520653481,7343483490,10/4/2013 7:34,11,0
2520653481,4754381399,10/5/2013 20:33,7,1
2520653481,2745392226,6/28/2013 17:40,5,0
2520653481,1296335962,2/16/2013 12:23,10,0
2520653481,7713476838,7/12/2013 13:29,12,0
2520653481,6027793716,11/12/2013 18:24,23,0
2520653481,5355101946,2/19/2013 17:14,4,0
2520653481,5968347790,8/26/2013 16:35,19,0
2520653481,8491420706,1/11/2013 15:35,1,0
2520653481,1617934433,7/16/2013 0:46,9,0
2520653481,4415178157,3/30/2013 20:28,13,0
2520653481,4825254563,3/19/2013 22:29,16,0
2520653481,1736378851,11/19/2013 13:27,12,0
2520653481,8061245928,5/6/2013 13:22,1,0
2520653481,6715509199,11/13/2013 21:44,6,0
2520653481,4415178157,8/8/2013 23:08,18,0
2520653481,3880069483,11/27/2013 15:05,15,0
2520653481,6027793716,10/28/2013 17:31,7,0
2520653481,5366395958,10/14/2013 21:33,9,0
2520653481,4919679008,10/21/2013 12:38,8,0
2520653481,3172005440,8/16/2013 9:26,9,0
2520653481,4635053435,11/3/2013 0:40,15,0
2520653481,5215167449,2/6/2013 21:13,4,0
2520653481,7343483490,11/6/2013 20:08,14,0
2520653481,4415178157,7/10/2013 19:07,1,0
2520653481,4123276185,6/16/2013 8:07,4,0
2520653481,2550341762,3/19/2013 22:28,3,1
2520653481,4825254563,5/21/2013 7:46,16,0
2520653481,9961538236,6/23/2013 12:49,1,0
2520653481,7713476838,11/21/2013 20:48,19,1
2520653481,7317675912,12/15/2013 7:11,6,0
2520653481,1736378851,9/17/2013 16:30,7,0
2520653481,7026025201,3/6/2013 23:07,16,0
2520653481,4825254563,11/25/2013 18:17,13,0
2520653481,4635053435,6/24/2013 23:46,11,0
2520653481,2550341762,10/28/2013 19:44,1,0
2520653481,6191386422,3/12/2013 20:50,11,0
2520653481,5968347790,10/2/2013 17:32,7,0
2520653481,8383849957,3/14/2013 16:30,2,1
2520653481,9931629644,10/30/2013 21:08,1,0
2520653481,9813612046,11/12/2013 18:46,9,0
2520653481,5299420150,2/10/2013 8:38,4,1
2520653481,5299420150,3/18/2013 21:16,19,0
2520653481,6191386422,8/22/2013 18:40,9,0
2520653481,2745392226,6/9/2013 20:39,1,0
2520653481,6499359254,1/17/2013 10:55,1,0
2520653481,4825254563,11/20/2013 15:55,25,1
2520653481,5366395958,3/4/2013 14:07,10,0
2520653481,8342429963,10/17/2013 5:49,8,0
2520653481,7474750907,3/6/2013 18:03,12,0
2520653481,4123276185,1/27/2013 20:31,9,0
2520653481,8061245928,8/22/2013 7:15,10,1
2520653481,3360539049,5/2/2013 17:58,1,0
2520653481,4825254563,4/9/2013 18:32,23,0
2520653481,3880069483,12/23/2013 18:05,1,0
2520653481,1736378851,2/8/2013 19:55,8,0
2520653481,5366395958,2/5/2013 9:25,16,1
2520653481,2399052355,5/15/2013 18:53,19,0
2520653481,4754381399,5/13/2013 13:28,7,0
2520653481,9931629644,7/8/2013 18:04,3,1
2520653481,4825254563,5/19/2013 20:32,1,1
2520653481,1736378851,6/3/2013 20:06,14,0
2520653481,9558311509,6/9/2013 23:23,2,0
2520653481,4754381399,11/20/2013 22:16,14,0
2520653481,1617934433,8/15/2013 9:11,10,0
2520653481,5299420150,3/31/2013 20:09,5,0
2520653481,5299420150,10/2/2013 17:59,1,0
2520653481,6027793716,9/23/2013 18:46,5,0
2520653481,4415178157,11/27/2013 14:56,9,0
2520653481,7655655199,9/21/2013 17:03,14,0
2520653481,4557385201,6/24/2013 21:47,7,0
2520653481,6191386422,3/29/2013 7:25,11,0
2520653481,7026025201,6/10/2013 6:44,13,0
2520653481,4825254563,5/20/2013 10:56,20,1
2520653481,4123276185,11/28/2013 19:49,13,0
2520653481,1736378851,3/15/2013 10:54,1,0
2520653481,4635053435,12/9/2013 22:12,10,0
2520653481,2788519665,5/16/2013 19:14,2,0
2520653481,7655655199,10/5/2013 0:44,17,0
2520653481,1617934433,8/27/2013 22:32,17,1
2520653481,5215167449,1/27/2013 19:00,12,0
2520653481,4825254563,3/10/2013 23:12,1,0
2520653481,2501770245,2/22/2013 16:27,8,0
